@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric
@attribute outputs-11 numeric
@attribute outputs-12 numeric
@attribute outputs-13 numeric
@attribute outputs-14 numeric
@attribute outputs-15 numeric
@attribute outputs-16 numeric
@attribute outputs-17 numeric
@attribute outputs-18 numeric
@attribute outputs-19 numeric
@attribute outputs-20 numeric
@attribute outputs-21 numeric
@attribute outputs-22 numeric
@attribute outputs-23 numeric
@attribute outputs-24 numeric
@attribute outputs-25 numeric
@attribute outputs-26 numeric
@attribute outputs-27 numeric

@data
422,'2018/05/10 09:53:24:075',19,10.183258,87.08197,-10.460228,113.366638,107.991272,19.750711,170.536987,109.33075,23.830383,223.713974,108.986664,22.096855,296.020844,112.563782,15.658321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
423,'2018/05/10 09:53:24:124',19,10.618469,86.605377,-10.263763,113.420227,107.716675,19.760155,170.597717,109.017792,23.830095,223.73291,108.841339,22.092119,295.998779,112.513672,15.648022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
424,'2018/05/10 09:53:24:174',19,11.665161,86.479279,-10.031311,113.640228,107.524353,19.770887,170.65062,108.629974,23.828012,223.798035,108.825592,22.091759,296.173798,112.568237,15.641724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
425,'2018/05/10 09:53:24:224',19,13.0737,86.664032,-9.835583,113.819733,107.493134,19.781034,170.799179,108.518463,23.830055,223.939362,109.171783,22.098461,296.410675,112.661652,15.637447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
426,'2018/05/10 09:53:40:844',20,-36.398682,144.674133,33.610588,38.59726,114.197662,54.73737,118.417297,111.659546,58.413666,156.445694,126.116821,56.919571,219.216324,125.458649,51.74897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
427,'2018/05/10 09:53:40:891',20,-35.97049,144.688843,33.519466,38.781036,114.406494,54.66785,118.380341,112.189667,58.370361,155.734726,125.638184,56.898964,219.56723,125.773285,51.716267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
428,'2018/05/10 09:53:40:941',20,-35.182556,144.44751,33.271088,39.217865,114.584198,54.472801,118.673187,113.147156,58.214676,155.371231,126.465912,56.736206,220.385727,126.470734,51.544121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
429,'2018/05/10 09:53:40:987',20,-35.513367,143.682678,33.37241,39.867615,113.883423,54.425625,120.582581,112.331421,58.077637,155.916458,125.774628,56.56329,221.376236,126.763824,51.248184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
430,'2018/05/10 09:53:41:037',20,-35.754547,143.70343,33.531494,40.299805,113.265503,54.458992,121.722626,111.705627,58.035805,156.141876,125.681488,56.486317,222.257217,126.833099,51.071533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
431,'2018/05/10 09:53:41:088',20,-35.273926,140.799408,32.814865,38.807434,111.010254,53.818562,119.641693,110.298676,57.550472,154.091736,124.750153,56.05125,220.77652,125.526062,50.75481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
432,'2018/05/10 09:53:41:137',20,-34.771149,140.149506,32.576637,37.224792,111.186554,53.761547,116.180084,111.03363,57.607468,152.99881,125.234314,56.121674,219.402237,124.365173,50.920593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
433,'2018/05/10 09:53:41:187',20,-34.010406,140.08609,32.45776,37.140137,110.16629,53.522892,112.231812,113.208008,57.37471,153.160828,124.520599,55.965004,218.647018,123.191925,50.807419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
434,'2018/05/10 09:53:41:237',20,-35.155884,139.42038,32.67907,38.095612,110.40094,53.662682,112.296143,114.148315,57.413231,154.461578,124.872894,55.940861,218.699326,122.601898,50.727287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
435,'2018/05/10 09:53:41:287',20,-36.134827,139.40564,32.870911,39.116547,110.571533,53.875572,112.348938,114.260284,57.557514,155.211929,125.312775,56.041939,218.370575,122.752716,50.825291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
436,'2018/05/10 09:53:41:338',20,-38.14975,138.430267,32.74041,40.382996,110.987427,54.025887,113.771851,113.508118,57.634727,156.125671,124.839996,56.094521,219.247879,123.337067,50.809086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
437,'2018/05/10 09:53:41:388',20,-38.560974,138.574982,32.837406,40.648102,110.697479,54.119083,115.394379,111.823059,57.704144,155.991364,123.945129,56.174156,219.849747,123.264954,50.851002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
438,'2018/05/10 09:53:41:437',20,-37.953705,139.232117,32.977585,40.921295,110.34903,54.177231,118.277313,110.042419,57.748875,156.091766,123.202209,56.253803,220.855453,123.76825,50.896744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
439,'2018/05/10 09:53:41:488',20,-37.789307,139.705505,33.095558,40.94162,110.666687,54.297615,121.394989,109.300201,57.84082,156.05188,123.448914,56.350937,221.993011,125.287292,50.917648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
440,'2018/05/10 09:53:41:538',20,-35.845764,141.648987,33.023453,39.751923,111.781342,54.268227,122.966522,111.112518,57.933151,156.023712,126.423401,56.344433,223.855087,127.361755,50.913906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
441,'2018/05/10 09:53:41:588',20,-36.554565,141.153412,33.008251,40.075653,112.011627,54.333218,125.429108,109.780609,57.920895,156.573898,126.588013,56.323463,224.36972,128.069031,50.855015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
442,'2018/05/10 09:53:41:637',20,-37.552063,140.564087,33.076241,40.608521,112.262543,54.437283,126.55658,109.386871,57.941673,157.213303,126.884064,56.295143,224.673599,128.517731,50.767216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
443,'2018/05/10 09:53:41:688',20,-38.450867,139.901581,32.990944,40.887024,112.277618,54.477768,126.96225,108.855133,57.946747,157.045776,126.373444,56.274273,224.791183,128.944244,50.722008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
444,'2018/05/10 09:53:41:738',20,-38.16037,140.306793,33.101078,41.142548,112.377167,54.482849,127.332367,109.160339,57.930481,156.899994,126.111176,56.217331,225.118805,129.353271,50.610756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
445,'2018/05/10 09:53:41:788',20,-37.533417,140.637299,33.001633,41.549591,112.916412,54.360992,127.890778,110.003571,57.815559,157.288284,126.99939,56.04734,224.995926,129.347778,50.457661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
446,'2018/05/10 09:53:41:838',20,-36.317078,140.876953,32.744289,41.019196,112.783813,54.159374,128.008026,110.83847,57.718079,157.752045,128.005798,55.91856,223.613892,128.867371,50.484589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
447,'2018/05/10 09:53:41:888',20,-36.291229,140.822235,32.756775,41.072571,112.563202,54.176407,128.51889,110.726471,57.727573,158.273895,127.522766,55.929283,222.663788,127.730225,50.534966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
448,'2018/05/10 09:53:48:344',21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
449,'2018/05/10 09:53:48:391',21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
450,'2018/05/10 09:53:48:441',21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
451,'2018/05/10 09:53:48:491',21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
452,'2018/05/10 09:53:48:541',21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
453,'2018/05/10 09:53:48:592',21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
454,'2018/05/10 09:53:48:641',21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
455,'2018/05/10 09:53:48:692',21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
456,'2018/05/10 09:53:48:742',21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
457,'2018/05/10 09:53:48:791',21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
458,'2018/05/10 09:53:48:842',21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
459,'2018/05/10 09:53:48:893',21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
460,'2018/05/10 09:53:48:942',21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
461,'2018/05/10 09:53:48:992',21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
462,'2018/05/10 09:53:49:043',21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
463,'2018/05/10 09:53:49:092',21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
464,'2018/05/10 09:53:49:142',21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
465,'2018/05/10 09:53:49:192',21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
466,'2018/05/10 09:53:49:242',21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
467,'2018/05/10 09:53:49:292',21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
468,'2018/05/10 09:53:49:342',21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
469,'2018/05/10 09:53:49:392',21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
470,'2018/05/10 09:53:49:442',21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
471,'2018/05/10 09:54:04:973',22,215.542603,164.74881,-1.976788,291.061096,139.078857,21.629105,343.038666,136.084015,24.794405,393.154114,140.436951,23.564867,461.572388,142.30188,18.460941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
472,'2018/05/10 09:54:05:025',22,214.852829,164.697723,-2.011383,290.830719,138.576538,21.641985,343.118378,135.99585,24.844301,393.320465,140.870056,23.64794,461.828705,142.218964,18.519268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
473,'2018/05/10 09:54:05:073',22,214.15448,163.642578,-2.100414,290.519592,138.224304,21.624952,343.220062,135.783905,24.857431,393.461487,141.170624,23.686399,462.150299,142.369263,18.547922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
474,'2018/05/10 09:54:05:123',22,212.810196,162.040344,-2.164875,290.302765,138.378174,21.628088,343.184967,135.809601,24.867054,393.351166,141.760254,23.716673,462.319946,142.640656,18.558424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
475,'2018/05/10 09:54:05:174',22,211.432343,160.322998,-2.281475,290.444855,138.190918,21.608807,343.362427,135.348053,24.835577,393.4953,141.286072,23.684328,462.60376,142.657623,18.528975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
476,'2018/05/10 09:54:05:223',22,210.181686,158.848358,-2.438789,290.783813,138.059052,21.565454,343.618622,134.906799,24.776327,393.760437,140.938141,23.633375,462.927155,142.479309,18.475338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
477,'2018/05/10 09:54:05:274',22,208.764709,156.690918,-2.697338,291.09729,138.087494,21.521381,343.766418,134.739838,24.728811,393.915558,140.769592,23.591692,463.127167,142.379303,18.442574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
478,'2018/05/10 09:54:05:324',22,208.641815,152.457764,-3.224445,291.126282,138.330078,21.186626,343.651764,135.634827,24.435394,393.614105,141.603455,23.255196,462.860291,142.91864,18.122684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
479,'2018/05/10 09:54:05:376',22,210.609604,153.754883,-3.142387,291.323334,138.651672,21.07876,343.546143,135.896057,24.339081,393.419312,141.788147,23.174465,462.672363,143.105835,18.075272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
480,'2018/05/10 09:54:05:429',22,213.668991,161.094818,-2.619087,290.840454,139.135101,21.361282,342.875916,135.895935,24.603531,392.766479,141.78186,23.481852,462.094971,143.223816,18.391832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
481,'2018/05/10 09:54:05:476',22,214.549484,163.377167,-2.323429,290.688751,139.119965,21.524174,342.751709,135.779602,24.751135,392.732086,141.698944,23.631641,462.276917,143.2724,18.515289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
482,'2018/05/10 09:54:05:524',22,214.6203,161.795135,-2.429085,291.088623,139.360229,21.502235,343.254089,136.328186,24.735582,393.107117,142.351776,23.585371,462.658691,143.907379,18.45433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
483,'2018/05/10 09:54:05:574',22,214.562881,162.05246,-2.417015,291.489502,139.748871,21.493164,343.648254,136.620911,24.703554,393.571686,142.40152,23.523716,462.953705,144.074371,18.371586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
484,'2018/05/10 09:54:05:624',22,216.028427,161.112976,-2.651249,292.31546,140.432495,21.32489,344.371277,137.624023,24.555164,394.319641,143.230499,23.352102,463.531555,145.005096,18.2216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
485,'2018/05/10 09:54:05:675',22,218.26651,160.730743,-2.700512,292.87262,140.602875,21.254248,344.806,138.265381,24.508137,394.75,143.231018,23.27812,463.600067,145.721161,18.198351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
486,'2018/05/10 09:54:05:725',22,220.291458,160.471344,-2.617477,293.016907,140.962677,21.312893,345.032013,138.856262,24.589979,394.730286,144.179596,23.371986,463.738861,145.958801,18.29665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
487,'2018/05/10 09:54:05:774',22,221.022552,159.042175,-2.784573,293.296875,141.17923,21.289503,345.389648,139.089447,24.587864,395.187439,144.540497,23.385832,464.092529,145.88092,18.32959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
488,'2018/05/10 09:54:05:824',22,221.238953,158.118317,-2.913845,293.640961,141.314606,21.241987,345.662048,139.081207,24.54077,395.811951,144.141602,23.338886,464.314453,145.532104,18.303988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
489,'2018/05/10 09:54:05:876',22,221.140121,157.968842,-2.920063,294.228546,141.411865,21.242683,345.783447,138.960114,24.513695,396.346802,143.884583,23.32369,464.645813,145.478668,18.294489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
490,'2018/05/10 09:54:05:926',22,221.161469,156.815582,-3.038467,294.644196,141.524597,21.211254,345.887299,139.110504,24.481943,396.638458,143.667786,23.293343,464.878387,145.405701,18.292315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
491,'2018/05/10 09:54:05:976',22,217.641907,153.165619,-3.463341,295.486847,143.536285,20.686998,346.745178,141.562134,23.809772,397.066803,146.633881,22.444824,464.466797,146.740265,17.2523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
492,'2018/05/10 09:54:06:024',22,219.663956,155.746765,-3.30983,294.642029,143.334839,20.959225,345.561707,141.110565,24.14748,395.590668,147.090454,22.9282,463.755127,147.048096,17.860092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
493,'2018/05/10 09:54:06:077',22,219.557526,155.759521,-3.3036,294.126953,143.277466,21.087519,345.269989,140.743225,24.285278,395.194244,146.99585,23.095402,463.608307,146.984741,18.046982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
494,'2018/05/10 09:54:06:127',22,219.819275,156.92688,-3.257679,294.022797,143.310547,21.156363,345.116028,140.779236,24.360081,395.517731,146.349609,23.177429,463.757416,146.790558,18.149488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
495,'2018/05/10 09:54:23:746',23,194.183807,160.421906,40.778038,278.266541,133.905548,61.772484,331.198395,134.911011,64.846542,382.532532,135.965088,63.087997,451.602295,133.520264,56.739746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
496,'2018/05/10 09:54:23:794',23,195.275696,159.815399,40.723831,280.077209,134.24054,61.724136,333.21933,134.716309,64.777199,384.372009,136.715546,63.021301,453.319244,134.190094,56.666447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
497,'2018/05/10 09:54:23:842',23,196.01886,159.456451,40.657585,280.941589,134.35791,61.680367,334.025269,134.92453,64.736015,385.245819,137.397034,62.981628,454.079651,134.343506,56.629128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
498,'2018/05/10 09:54:23:890',23,196.303101,159.07959,40.601112,281.105469,134.040771,61.64521,334.354736,133.884308,64.710991,385.376251,137.304169,62.96434,454.227936,134.174164,56.6278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
499,'2018/05/10 09:54:23:939',23,196.315247,159.008301,40.565437,280.985168,134.407288,61.639702,334.277527,133.932678,64.701706,384.949402,136.663239,62.933578,454.038391,133.718597,56.608974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
500,'2018/05/10 09:54:23:990',23,195.962982,158.814392,40.539597,280.458374,134.602295,61.6222,333.870117,134.529266,64.666756,384.029205,135.849487,62.866135,453.292114,132.915802,56.537025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
501,'2018/05/10 09:54:24:040',23,194.978256,157.704407,40.533775,279.940918,134.178406,61.620953,333.558105,134.540375,64.670921,383.327606,136.41333,62.8885,452.848938,132.50473,56.517532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
502,'2018/05/10 09:54:24:090',23,194.658997,157.378204,40.56086,279.743408,133.939789,61.642181,333.395508,134.135712,64.69606,383.124512,136.417511,62.936764,452.844788,132.194702,56.550957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
503,'2018/05/10 09:54:24:140',23,194.062561,157.137817,40.605938,279.53952,133.811432,61.693481,333.240906,133.880707,64.751358,383.02829,136.131104,63.00034,452.876495,131.921265,56.60886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
504,'2018/05/10 09:54:24:190',23,193.777374,157.040131,40.673473,279.298859,133.540283,61.745979,333.170532,133.862549,64.809158,382.952332,136.007965,63.061878,453.06189,131.788849,56.653637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
505,'2018/05/10 09:54:24:240',23,195.208923,158.955048,40.84745,279.051453,133.100555,61.814331,332.964966,133.607483,64.891571,382.984985,135.197693,63.148991,453.875671,130.925201,56.697609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
506,'2018/05/10 09:54:24:292',23,195.760941,158.127563,40.796535,279.082794,131.286957,61.788315,333.025543,131.440918,64.899582,383.548828,134.162079,63.191689,454.60553,130.243134,56.751026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
507,'2018/05/10 09:54:24:341',23,196.323898,157.663208,40.714336,280.128235,130.591492,61.734692,333.880432,132.040955,64.837952,384.56369,134.811493,63.109589,455.270233,130.455139,56.655998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
508,'2018/05/10 09:54:24:390',23,196.377594,156.05072,40.715935,281.130493,129.82312,61.647934,334.815399,132.116516,64.7257,385.533752,134.81134,62.973991,455.754364,130.63797,56.515858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
509,'2018/05/10 09:54:24:440',23,197.583054,156.646851,40.766392,281.47406,129.416718,61.61581,335.1828,132.061951,64.670578,386.141876,133.913757,62.896816,455.687927,130.085632,56.488132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
510,'2018/05/10 09:54:24:490',23,199.880508,156.23111,40.599487,282.430817,128.643311,61.435326,336.162262,131.84021,64.491051,386.97525,132.278809,62.720123,456.42691,128.522278,56.370949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
511,'2018/05/10 09:54:24:540',23,200.479797,155.943359,40.490288,282.971985,128.23233,61.28706,336.743469,132.039917,64.337929,387.264587,131.645569,62.554562,456.673553,127.916626,56.197002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
512,'2018/05/10 09:54:24:590',23,200.026199,154.571014,40.402199,283.319763,128.546783,61.152878,337.083252,132.404358,64.188522,387.357758,131.729309,62.394615,456.748932,127.676117,55.999489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
513,'2018/05/10 09:54:24:640',23,200.680649,154.678314,40.325623,283.437805,128.816956,61.013359,337.077148,132.527832,64.045982,387.227325,131.720215,62.255722,456.625549,127.332275,55.859875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
514,'2018/05/10 09:54:24:691',23,202.178787,155.902893,40.402187,283.38913,128.69751,60.976631,336.900696,132.49527,64.007622,386.830994,131.83139,62.215668,456.123352,127.06543,55.834415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
515,'2018/05/10 09:54:24:742',23,203.534302,156.909729,40.386032,282.834229,128.305817,60.953716,336.248535,132.076813,63.992569,386.064331,132.097107,62.211758,455.301422,126.349884,55.862011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
547,'2018/05/10 09:55:24:456',25,249.70871,172.699005,66.274719,364.705536,143.353699,81.205826,421.515198,145.37027,81.917839,467.349579,140.939117,79.19928,517.996277,133.100952,72.918053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
548,'2018/05/10 09:55:24:508',25,250.040298,172.059998,66.32576,365.550171,143.409027,81.213699,422.447083,145.568054,81.89798,468.399078,140.866425,79.180542,518.706055,133.427094,72.884628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
