@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric
@attribute outputs-11 numeric
@attribute outputs-12 numeric
@attribute outputs-13 numeric
@attribute outputs-14 numeric
@attribute outputs-15 numeric
@attribute outputs-16 numeric
@attribute outputs-17 numeric
@attribute outputs-18 numeric
@attribute outputs-19 numeric
@attribute outputs-20 numeric
@attribute outputs-21 numeric
@attribute outputs-22 numeric
@attribute outputs-23 numeric
@attribute outputs-24 numeric
@attribute outputs-25 numeric
@attribute outputs-26 numeric
@attribute outputs-27 numeric

@data
211,'2018/05/10 09:49:18:619',10,242.144043,280.7948,19.159842,178.667862,283.261108,31.527859,115.042389,284.091217,32.224113,47.792297,278.166992,27.329735,32.140625,275.135864,20.522182,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,'2018/05/10 09:49:18:668',10,242.378448,280.930054,19.160934,178.76268,283.374207,31.512403,115.169312,284.096069,32.192009,48.188324,278.44986,27.292006,32.515991,275.305725,20.470322,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,'2018/05/10 09:49:18:718',10,242.485611,280.934326,19.220982,178.72966,283.288483,31.54516,115.240479,283.680573,32.198555,48.293304,278.587891,27.282309,32.753784,275.435089,20.452463,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,'2018/05/10 09:49:18:768',10,242.468964,281.015656,19.244553,178.896286,283.146973,31.551321,115.353149,283.503693,32.200768,48.216064,278.707184,27.278421,32.629761,275.582947,20.440241,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,'2018/05/10 09:49:18:818',10,242.418427,281.10257,19.273335,178.823761,283.31311,31.566351,115.501801,283.211426,32.204185,48.12262,278.886658,27.273657,32.533386,275.708008,20.42909,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,'2018/05/10 09:49:18:869',10,242.3311,281.32666,19.294094,178.826767,283.557831,31.590292,115.332825,283.468323,32.22768,47.944946,279.093018,27.296484,32.381531,275.842285,20.457781,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,'2018/05/10 09:49:18:918',10,242.236008,281.613647,19.261868,179.379349,283.619385,31.595827,115.412567,283.843445,32.267223,47.880493,279.279877,27.370195,32.156616,275.894165,20.54427,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,'2018/05/10 09:49:18:968',10,242.174744,281.827484,19.213285,179.926483,283.606842,31.589434,115.57428,284.025574,32.299477,47.932068,279.47049,27.444441,31.909454,276.019409,20.627626,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,'2018/05/10 09:49:19:019',10,242.189651,281.966187,19.185295,180.283432,283.560272,31.576986,115.659576,284.005066,32.303864,48.227264,279.736328,27.477203,31.792389,276.162994,20.64983,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,'2018/05/10 09:49:19:069',10,242.218994,282.04071,19.162142,180.369751,283.663971,31.563,115.720978,284.041168,32.296936,48.307495,279.806885,27.480537,31.75,276.224304,20.65168,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,'2018/05/10 09:49:27:776',11,-124.98999,282.619934,34.24329,-5.214783,284.409119,58.265339,65.006622,288.579468,60.65926,126.303497,285.642029,57.858814,192.429565,282.174194,50.151035,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,'2018/05/10 09:49:27:826',11,-124.779236,282.605286,34.21624,-5.050842,284.485291,58.164013,65.187317,288.75473,60.550472,126.552856,285.838867,57.744057,192.48381,282.426971,50.032547,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,'2018/05/10 09:49:27:876',11,-125.572266,283.284546,34.216698,-4.114441,285.247375,58.035564,66.126587,289.331055,60.343918,127.300537,286.300507,57.476051,192.839127,282.830566,49.682053,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,'2018/05/10 09:49:27:926',11,-124.47229,283.932953,34.124283,-3.074219,286.110718,58.018982,66.908417,289.985016,60.343754,128.12146,286.781891,57.497597,193.95694,283.353638,49.705788,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,'2018/05/10 09:49:27:976',11,-125.275391,283.986694,34.181347,-2.179474,286.498047,58.062714,67.734406,290.379395,60.326519,128.782135,287.083862,57.434952,194.382889,283.706512,49.575279,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,'2018/05/10 09:49:28:026',11,-124.651611,284.306458,34.072868,-1.533783,286.790192,58.020336,68.304718,290.602295,60.293766,129.266968,287.301025,57.412071,195.011398,283.834717,49.559547,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,'2018/05/10 09:49:28:077',11,-120.557007,285.925293,34.306374,-0.440918,287.254578,57.893814,69.271942,290.991882,60.231117,130.262268,287.699127,57.406143,196.419022,284.190369,49.618153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,'2018/05/10 09:49:28:127',11,-120.237549,285.970886,34.310257,0.661346,287.474304,57.885921,70.280945,291.243896,60.196251,131.169647,287.957642,57.353371,197.134857,284.523621,49.541531,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,'2018/05/10 09:49:28:176',11,-120.45282,285.872253,34.243782,1.912842,287.758972,57.953243,71.464508,291.62854,60.229721,132.343262,288.229919,57.366123,198.011642,284.690033,49.528088,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,'2018/05/10 09:49:28:226',11,-120.719849,285.808777,34.226055,2.902771,288.023834,57.995117,72.576141,291.93103,60.235619,133.319885,288.520386,57.342846,198.655609,284.860809,49.475189,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,'2018/05/10 09:49:28:276',11,-120.589111,286.368744,34.421349,4.739136,288.610352,58.128227,74.652069,292.57074,60.297298,135.161804,289.083313,57.34544,199.977524,285.268799,49.412189,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,'2018/05/10 09:49:28:327',11,-119.591492,287.264404,34.475689,6.577698,289.439178,58.187714,76.631287,293.294312,60.326305,136.992157,289.668152,57.350159,201.56752,285.710327,49.389549,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,'2018/05/10 09:49:28:377',11,-118.316833,288.077057,34.318077,7.423492,290.289673,58.041721,77.568237,294.039917,60.190224,137.83905,290.194153,57.232475,202.485123,285.951904,49.290703,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,'2018/05/10 09:49:28:427',11,-116.830383,288.847565,34.208458,7.827148,291.048523,57.956924,78.007751,294.838318,60.141571,138.304779,290.939758,57.219566,203.165329,286.620331,49.319393,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,'2018/05/10 09:49:28:476',11,-117.031189,289.544312,34.224632,7.916046,291.499542,57.959782,78.244751,295.348145,60.131062,138.413727,291.430542,57.19709,203.130096,287.179016,49.285069,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,'2018/05/10 09:49:28:527',11,-116.298218,290.023071,34.132343,7.791077,292.054871,57.897064,78.083618,295.947113,60.098415,138.339142,291.995544,57.194603,203.23819,287.670593,49.318253,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,'2018/05/10 09:49:28:577',11,-115.776489,290.533325,34.146858,7.731201,292.422394,57.85537,78.027557,296.341888,60.066803,138.294434,292.330933,57.176647,203.279877,287.964233,49.31316,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,'2018/05/10 09:49:28:626',11,-115.991821,290.675598,34.169952,7.754913,292.712616,57.845928,78.14801,296.735657,60.041504,138.318695,292.692322,57.143875,203.226608,288.345276,49.268742,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,'2018/05/10 09:49:28:676',11,-118.03009,290.915466,34.20145,8.121826,293.075867,57.717239,78.73642,297.078674,59.804485,138.596985,292.935944,56.818802,202.710236,288.536255,48.848175,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,'2018/05/10 09:49:28:727',11,-117.766052,291.418518,34.246628,8.340759,293.252014,57.664402,78.819977,297.17041,59.738613,138.756104,293.004944,56.739349,202.706192,288.540588,48.763062,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,'2018/05/10 09:49:28:777',11,-116.716492,291.656067,34.222313,8.391724,293.353149,57.721413,78.688995,297.278259,59.843857,138.97522,293.184906,56.876114,203.240707,288.742401,48.937359,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,'2018/05/10 09:49:28:828',11,-116.032166,291.700073,34.174473,8.276459,293.472351,57.787361,78.692444,297.461243,59.954185,139.108643,293.392395,57.020214,203.729843,288.927704,49.113617,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,'2018/05/10 09:49:43:110',12,-42.456879,301.179443,67.310364,55.359894,277.730225,89.232178,122.391357,279.883606,92.408508,184.3853,278.562103,90.223282,260.954407,282.557007,82.21579,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,'2018/05/10 09:49:43:159',12,-41.856903,301.909698,67.164543,55.712311,278.71225,89.11937,123.128052,281.110107,92.296494,185.260956,279.796448,90.111168,261.381897,283.345154,82.126907,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,'2018/05/10 09:49:43:209',12,-41.100037,302.2453,67.103951,55.970642,278.963806,89.037315,123.665771,281.675903,92.219009,185.820694,280.320313,90.041916,261.653687,283.719482,82.085205,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,'2018/05/10 09:49:43:257',12,-40.202942,302.686707,67.161674,56.477417,279.140381,89.02594,124.418121,282.058289,92.184258,186.404297,280.65741,89.995102,262.026001,284.095032,82.016441,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,'2018/05/10 09:49:43:306',12,-39.514648,302.869568,67.145386,57.194092,279.271057,89.023514,125.512939,282.473419,92.159363,187.147171,280.797577,89.96608,262.698792,284.406006,81.959595,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,'2018/05/10 09:49:43:356',12,-38.914673,302.501038,67.08989,58.112305,279.572388,89.019073,126.577179,282.88385,92.150513,188.066772,280.918701,89.962921,263.774384,284.826416,81.930252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,'2018/05/10 09:49:43:406',12,-38.165985,302.494934,67.051003,58.909393,279.834534,88.99633,127.393646,283.168945,92.127258,188.790436,280.899597,89.945511,264.609283,285.0802,81.900871,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,'2018/05/10 09:49:43:458',12,-37.238708,302.71698,67.005463,59.686157,280.201721,88.935669,128.257965,283.601929,92.060425,189.547379,281.359253,89.877701,265.37677,285.517059,81.820641,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,'2018/05/10 09:49:43:506',12,-36.558899,303.196106,67.046326,59.937988,280.231079,88.927765,128.604462,283.759979,92.042328,189.843399,281.529785,89.8526,265.603394,285.662231,81.780968,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,'2018/05/10 09:49:43:555',12,-36.366638,303.438904,67.038857,60.369232,280.358398,88.927162,129.036102,283.963867,92.026352,190.137726,281.51709,89.830353,265.889771,285.697144,81.735893,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,'2018/05/10 09:49:43:606',12,-35.246796,303.695435,66.896515,61.764465,280.967651,88.885437,130.432434,284.632629,92.01178,191.374619,282.173584,89.843781,267.371552,286.352722,81.781448,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,'2018/05/10 09:49:43:656',12,-36.372314,302.681641,66.907516,62.462158,281.016418,88.93779,131.37912,284.854492,92.036911,192.062073,282.350098,89.851349,267.795502,286.656128,81.768768,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,'2018/05/10 09:49:43:706',12,-36.665863,302.403168,66.926849,62.928589,281.174225,88.976532,132.28598,285.348389,92.048309,192.608719,282.532959,89.860901,268.142395,286.59845,81.765785,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,'2018/05/10 09:49:43:756',12,-36.846344,302.376434,66.934021,63.44635,281.457397,89.01236,132.935669,285.695923,92.06459,193.174362,282.71344,89.868698,268.509827,286.622742,81.762901,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,'2018/05/10 09:49:43:806',12,-34.898529,303.684662,66.908798,64.564392,282.087646,88.997139,134.165863,286.223053,92.072739,194.279266,282.816956,89.900497,269.892517,286.594696,81.823822,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,'2018/05/10 09:49:43:856',12,-33.728851,304.260864,66.9095,65.778442,282.525238,88.961128,135.529144,286.712036,92.03212,195.345276,283.090942,89.863266,271.004761,286.913086,81.796043,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,'2018/05/10 09:49:43:908',12,-33.944763,303.659241,66.89328,66.069733,282.67511,88.954254,135.964661,286.922028,92.011124,195.677322,283.509705,89.835915,271.182983,287.175964,81.768562,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,'2018/05/10 09:49:43:957',12,-34.287323,303.071869,66.847656,66.44223,282.684814,88.942978,136.4039,287.056122,91.988129,196.127441,283.551331,89.806854,271.530334,287.300232,81.733887,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,'2018/05/10 09:49:44:006',12,-34.845245,302.143066,66.792442,66.804474,282.47113,88.923988,136.768036,287.053467,91.962036,196.369431,283.282227,89.781563,271.84375,287.151001,81.709457,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,'2018/05/10 09:49:44:056',12,-34.16272,302.108398,66.759995,67.779327,282.276672,88.905762,137.722961,286.711792,91.941589,197.248581,283.274261,89.752609,272.741516,286.844971,81.688507,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,'2018/05/10 09:49:44:106',12,-33.128265,302.285156,66.808174,68.827789,281.972961,88.883972,138.762268,286.214355,91.892433,198.30069,282.89444,89.677002,273.373932,286.424988,81.613617,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,'2018/05/10 09:49:44:157',12,-33.144958,301.16394,66.817169,69.3125,281.423645,88.896545,139.251953,285.581116,91.877777,198.763794,282.224335,89.646103,273.77655,285.687531,81.54921,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,'2018/05/10 09:49:44:206',12,-33.562805,300.203461,66.865089,69.862061,280.827148,88.958145,139.753204,284.990173,91.903946,198.904068,281.416809,89.658134,274.115906,284.977905,81.507263,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,'2018/05/10 09:50:02:988',13,180.788513,376.531464,-0.642014,294.485596,355.159424,22.871723,355.420868,355.471191,25.34181,411.717316,355.732147,22.56822,476.638489,357.04834,14.934189,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,'2018/05/10 09:50:03:038',13,182.574158,373.883514,-1.01049,294.105927,354.076721,22.672117,354.950165,354.652924,25.246517,411.492798,355.081787,22.566071,477.14209,357.268921,15.053947,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,'2018/05/10 09:50:03:092',13,182.900116,372.861816,-1.040321,293.837128,353.222412,22.650686,355.014679,354.042297,25.258163,411.44693,354.334534,22.605156,477.311188,357.588928,15.155457,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,'2018/05/10 09:50:03:144',13,183.214478,372.335938,-1.32048,293.723938,353.467468,22.565006,355.311829,354.427734,25.196564,411.415985,354.722107,22.578562,477.543457,357.765137,15.181946,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,'2018/05/10 09:50:03:196',13,183.612854,374.235291,-1.181339,293.748657,353.428711,22.553392,355.848358,354.491089,25.177124,411.695709,354.31488,22.534939,477.708405,357.13443,15.147923,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,'2018/05/10 09:50:03:244',13,184.592346,372.575134,-1.339584,293.618256,353.663513,22.547331,355.90506,354.977814,25.194021,411.68045,355.656525,22.599243,477.898987,357.659576,15.246544,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,'2018/05/10 09:50:03:292',13,184.43251,370.481598,-2.049973,292.783722,353.720062,22.285757,354.830017,354.982391,24.999735,410.949829,355.87677,22.487858,477.607178,358.154053,15.241898,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,'2018/05/10 09:50:03:342',13,184.191208,369.166168,-2.341652,292.769897,355.658875,22.402542,355.02063,357.326782,25.142578,411.096252,357.047424,22.656345,477.891754,358.643677,15.437428,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,'2018/05/10 09:50:03:390',13,182.240555,370.684448,-2.191044,293.680969,356.647339,22.549932,356.382446,357.692841,25.198158,412.051758,357.32666,22.634644,478.318329,358.781738,15.296993,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,'2018/05/10 09:50:03:442',13,181.567429,370.973145,-2.189766,294.138947,356.713287,22.596535,356.876465,357.85675,25.211901,412.571259,357.31012,22.610115,478.650085,358.761475,15.215309,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,'2018/05/10 09:50:03:493',13,179.60524,373.467285,-1.696281,294.904755,357.125366,22.802158,357.993439,358.259277,25.297392,413.244263,358.332214,22.584927,478.569336,358.988861,15.012615,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,'2018/05/10 09:50:03:544',13,184.90477,374.757935,-1.462425,295.198395,356.829895,22.684597,358.12439,357.413635,25.210434,413.689117,357.542084,22.53056,479.367859,358.614624,14.993851,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,'2018/05/10 09:50:03:593',13,185.253784,374.759705,-1.450466,295.332458,356.62027,22.670364,358.352936,357.174011,25.194008,413.955872,357.185059,22.508129,479.657043,358.400574,14.965736,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,'2018/05/10 09:50:03:644',13,186.381744,374.525146,-1.497841,295.734985,355.822968,22.60778,358.757874,356.410828,25.156893,414.361633,356.521606,22.492577,480.341736,358.083862,14.977161,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,'2018/05/10 09:50:03:691',13,185.432678,373.135406,-1.651836,296.038086,355.669769,22.461246,359.081238,356.085114,25.004763,414.742188,356.112366,22.330084,480.571259,357.880737,14.814098,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,'2018/05/10 09:50:03:739',13,186.14743,372.26123,-1.83564,296.404297,356.051758,22.390615,359.367706,356.775818,24.964455,415.124664,356.625061,22.316391,480.990845,358.250885,14.84129,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,'2018/05/10 09:50:03:788',13,184.532898,373.896301,-1.398296,297.694214,356.698242,22.663862,360.80127,357.53476,25.13159,416.302094,356.602814,22.377037,481.503723,358.513092,14.787868,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,'2018/05/10 09:50:03:841',13,183.83252,373.504242,-1.761894,297.343719,356.609375,22.507549,360.553162,357.402893,24.998777,416.086792,356.602081,22.264517,481.494385,358.709442,14.70266,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,'2018/05/10 09:50:03:890',13,183.460754,376.928345,-1.865566,297.118561,357.1203,22.346317,360.349487,357.141479,24.837505,415.800659,356.155975,22.09495,481.237549,358.524597,14.546299,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,'2018/05/10 09:50:03:941',13,184.990356,377.064087,-1.978363,296.983978,357.05545,22.177834,359.930542,356.847961,24.732435,415.4133,355.604919,22.03759,481.240265,357.759552,14.555588,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,'2018/05/10 09:50:03:989',13,184.634354,377.00177,-1.904572,296.955383,356.857391,22.084826,359.967316,356.49472,24.621904,415.247986,355.282288,21.909451,480.791687,357.483215,14.418491,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,'2018/05/10 09:50:04:041',13,185.250931,369.269897,-2.891655,296.273651,355.658783,21.741188,358.920959,356.573059,24.426079,414.483704,356.129974,21.871038,480.761871,358.584229,14.538677,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,'2018/05/10 09:50:04:089',13,185.006958,369.915558,-2.581913,297.445923,355.066956,21.985016,359.980042,355.776184,24.618553,415.571777,355.217651,22.017586,481.427521,357.679016,14.632484,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,'2018/05/10 09:50:04:140',13,185.275681,369.80188,-2.547134,298.265472,354.818115,22.071018,360.670471,355.336243,24.689198,416.329376,354.669647,22.079117,482.108887,357.074951,14.681435,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,'2018/05/10 09:50:04:189',13,184.45018,372.623169,-1.837547,299.655151,353.761292,22.357309,362.359924,354.077759,24.854036,417.661133,353.258881,22.119808,482.617218,355.827759,14.593258,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,'2018/05/10 09:50:04:240',13,185.311218,370.928436,-1.803387,299.272797,353.535034,22.330555,362.053253,354.382874,24.842834,417.669098,353.319702,22.119268,482.850616,356.118896,14.612583,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,'2018/05/10 09:50:04:292',13,186.45224,371.054199,-1.878334,298.93277,353.38208,22.243109,361.95575,353.817749,24.780161,417.539703,353.194763,22.089783,482.993256,355.925659,14.631672,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,'2018/05/10 09:50:15:999',14,194.486023,305.432373,37.932529,309.388855,289.437317,61.110352,373.782532,289.489716,63.761547,429.520874,286.063293,60.866882,497.488312,289.85614,53.08144,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
294,'2018/05/10 09:50:16:051',14,194.701691,305.583923,37.941425,309.422546,289.548309,61.109802,374.10083,289.532043,63.760921,429.481689,286.139526,60.869762,497.479126,289.904175,53.086975,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
295,'2018/05/10 09:50:16:100',14,194.810394,305.636017,37.934143,309.426849,289.626709,61.105705,374.361908,289.513306,63.755707,429.424194,286.196533,60.870964,497.469238,289.943359,53.090855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
296,'2018/05/10 09:50:16:150',14,194.968582,305.708252,37.919106,309.420807,289.730591,61.092918,374.460541,289.623749,63.74646,429.318115,286.256958,60.866875,497.430237,290.016449,53.093964,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
297,'2018/05/10 09:50:16:199',14,195.365982,305.81543,37.891586,309.45343,289.926758,61.05022,374.545929,289.89743,63.705124,429.197998,286.395782,60.830193,497.341736,290.128174,53.063286,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
298,'2018/05/10 09:50:16:250',14,195.683151,305.865967,37.879059,309.60321,289.898621,61.020847,374.596619,290.044495,63.680382,429.114044,286.451691,60.809505,497.274139,290.207581,53.05101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
299,'2018/05/10 09:50:16:300',14,196.050613,306.022003,37.878052,309.618469,289.985321,60.995468,374.611481,290.219788,63.658577,429.058075,286.55426,60.792309,497.204529,290.312286,53.041458,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
